document_id_a,document_id_b,relation,confidence,evidence_note
springer:10.1134_S1064229323601890,pochvovedenie:Pochved2360052Zamotaev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1450–1471; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360135X,pochvovedenie:Pochved2360054Savin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1259–1268; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601373,pochvovedenie:Pochved2360059Koptsik,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1269–1284; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601865,pochvovedenie:Pochved2360060Gorokhova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1340–1356; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601786,pochvovedenie:Pochved2360062Avetov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1327–1339; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601488,pochvovedenie:Pochved2360067Medvedeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1285–1298; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601841,pochvovedenie:Pochved2360069Chinilin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1357–1370; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601956,pochvovedenie:Pochved2360070Elumeeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1628–1643; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601166,pochvovedenie:Pochved2360071Ryzhova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1143–1154; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360183X,pochvovedenie:Pochved2360072Samsonova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1437–1449; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602147,pochvovedenie:Pochved2360073Ubugunova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1580–1595; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601932,pochvovedenie:Pochved2360074Khoroshaev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1400–1417; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601452,pochvovedenie:Pochved2360077Efremova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1244–1258; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602251,pochvovedenie:Pochved2360078Sokolov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1612–1627; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360210X,pochvovedenie:Pochved2360083Kaverin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1562–1579; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360207X,pochvovedenie:Pochved2360084Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1493–1521; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602123,pochvovedenie:Pochved2360089Lukin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1671–1685; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602056,pochvovedenie:Pochved2360093Smagin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1654–1670; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602196,pochvovedenie:Pochved2360132Koptsik,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1686–1702; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323990012,pochvovedenie:Pochved2399001Kudeyarov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1011–1022; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
rcsi:rcsi259354,pochvovedenie:rcsi259354,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259355,pochvovedenie:rcsi259355,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259356,pochvovedenie:rcsi259356,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259359,pochvovedenie:rcsi259359,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259366,pochvovedenie:rcsi259366,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259369,pochvovedenie:rcsi259369,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259375,pochvovedenie:rcsi259375,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259376,pochvovedenie:rcsi259376,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259380,pochvovedenie:rcsi259380,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259381,pochvovedenie:rcsi259381,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259384,pochvovedenie:rcsi259384,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259385,pochvovedenie:rcsi259385,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259387,pochvovedenie:rcsi259387,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259389,pochvovedenie:rcsi259389,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi259390,pochvovedenie:rcsi259390,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261898,pochvovedenie:rcsi261898,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261899,pochvovedenie:rcsi261899,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261901,pochvovedenie:rcsi261901,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261904,pochvovedenie:rcsi261904,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261906,pochvovedenie:rcsi261906,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261907,pochvovedenie:rcsi261907,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261910,pochvovedenie:rcsi261910,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261912,pochvovedenie:rcsi261912,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261913,pochvovedenie:rcsi261913,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261916,pochvovedenie:rcsi261916,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261917,pochvovedenie:rcsi261917,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi261918,pochvovedenie:rcsi261918,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi264064,pochvovedenie:rcsi264064,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi264065,pochvovedenie:rcsi264065,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
