document_id_a,document_id_b,relation,confidence,evidence_note
springer:10.1134_S1064229322090113,pochvovedenie:Pochved2209012Kuznetsova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=9, pages=1086–1097; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322090137,pochvovedenie:Pochved2209014Plekhanova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=9, pages=1179–1186; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322090149,pochvovedenie:Pochved2209015Shamrikova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=9, pages=1139–1153; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322090150,pochvovedenie:Pochved2209016Yakovlev,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=9, pages=1167–1178; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100027,pochvovedenie:Pochved2210002Chervan,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1215–1227; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100039,pochvovedenie:Pochved2210003Danchenko,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1241–1254; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100040,pochvovedenie:Pochved2210004Golosov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1321–1338; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100052,pochvovedenie:Pochved2210005Ivanov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1255–1264; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100076,pochvovedenie:Pochved2210007Knyazeva,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1290–1300; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932210009X,pochvovedenie:Pochved2210009Kurochkina,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1265–1276; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100118,pochvovedenie:Pochved2210011Lyubimova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1301–1309; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100131,pochvovedenie:Pochved2210013Purtova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1277–1289; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100143,pochvovedenie:Pochved2210014Sokolov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1228–1240; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322100167,pochvovedenie:Pochved2210016Yudina,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=10, pages=1310–1320; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932270003X,pochvovedenie:Pochved2210031GARBARUK,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1610–1620; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700077,pochvovedenie:Pochved2210034OPEKUNOVA,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1592–1609; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602384,pochvovedenie:Pochved2210038SHARYI,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=285–299; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700053,pochvovedenie:Pochved2210047KLIMENKO,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1557–1570; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700016,pochvovedenie:Pochved2210051KUKHARCHIK,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1473–1488; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110023,pochvovedenie:Pochved2211002Dymov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1426–1441; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110035,pochvovedenie:Pochved2211003Efremova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1351–1365; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110059,pochvovedenie:Pochved2211005Gaevaya,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1399–1414; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110060,pochvovedenie:Pochved2211006Khomutova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1391–1398; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110084,pochvovedenie:Pochved2211008Neaman,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1461–1470; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110096,pochvovedenie:Pochved2211009Nevedrov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1366–1377; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110102,pochvovedenie:Pochved2211010Opekunova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1442–1460; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110114,pochvovedenie:Pochved2211011Ovchinnikov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1341–1350; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110126,pochvovedenie:Pochved2211012Smagin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1378–1390; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322110138,pochvovedenie:Pochved2211013Vasbieva,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=11, pages=1415–1425; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700041,pochvovedenie:Pochved2260059GOLUBTSOV,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1489–1504; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932260169X,pochvovedenie:Pochved2260060YAMNOVA,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=3–19; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601688,pochvovedenie:Pochved2260062NEAMAN,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=81–88; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700028,pochvovedenie:Pochved2260066BURDUKOVSKII,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1505–1513; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601627,pochvovedenie:Pochved2260067SEMENOV,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=58–73; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700065,pochvovedenie:Pochved2260068Lisetskii,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1540–1556; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700089,pochvovedenie:Pochved2260069Yakushev,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1514–1529; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601639,pochvovedenie:Pochved2260070Shopina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=20–34; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601664,pochvovedenie:Pochved2260071Korshunova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=89–101; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601640,pochvovedenie:Pochved2260074Prikhodko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=118–128; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601652,pochvovedenie:Pochved2260075Kulakova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=46–57; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601615,pochvovedenie:Pochved2260078Ananeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=102–117; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602116,pochvovedenie:Pochved2260079Konarbaeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=170–183; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700090,pochvovedenie:Pochved2260080Gorepekin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1530–1539; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602530,pochvovedenie:Pochved2260081Chuvanov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=450–463; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601706,pochvovedenie:Pochved2260082Morachevskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=74–80; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601792,pochvovedenie:Pochved2260083Ushkova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=203–210; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932260172X,pochvovedenie:Pochved2260084Gerasimova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=143–153; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601767,pochvovedenie:Pochved2260086Desyatkin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=131–142; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601299,pochvovedenie:Pochved2260088Korneikova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=676–688; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601743,pochvovedenie:Pochved2260090Zhidkin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=259–272; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601470,pochvovedenie:Pochved2260091Bezberdaya,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=12, pages=1571–1591; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601731,pochvovedenie:Pochved2260092Shabaev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=226–239; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602347,pochvovedenie:Pochved2260094Evdokimov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=370–379; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602037,pochvovedenie:Pochved2260096Sergeeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=273–282; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602281,pochvovedenie:Pochved2260098Osipova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=312–320; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602001,pochvovedenie:Pochved2260099Koroleva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=240–258; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601822,pochvovedenie:Pochved2260100Patova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=211–225; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602414,pochvovedenie:Pochved2260102Goncharova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=321–338; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602396,pochvovedenie:Pochved2260103Smirnova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=353–369; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600161,pochvovedenie:Pochved2260105Shirokikh,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=603–612; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602797,pochvovedenie:Pochved2260107Orlova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=626–639; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602372,pochvovedenie:Pochved2260108Smirnova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=300–311; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602323,pochvovedenie:Pochved2260109Artemeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=339–352; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602591,pochvovedenie:Pochved2260110Ivanov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=510–520; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602293,pochvovedenie:Pochved2260111Dubrovina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=405–414; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602359,pochvovedenie:Pochved2260112Plotnikova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=380–392; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602402,pochvovedenie:Pochved2260113Pinskii,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=3, pages=393–404; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602499,pochvovedenie:Pochved2260115Mamontov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=433–442; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600641,pochvovedenie:Pochved2260116Vlasova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=853–863; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322601950,pochvovedenie:Pochved2260118Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=640–653; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602475,pochvovedenie:Pochved2260119Semenkov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=502–509; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600094,pochvovedenie:Pochved2260120Teregulova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=594–602; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600070,pochvovedenie:Pochved2260122Semenov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=715–729; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600057,pochvovedenie:Pochved2260123Golovchenko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=536–549; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602463,pochvovedenie:Pochved2260124Arkhangelskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=443–449; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602578,pochvovedenie:Pochved2260125Zhangurov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=417–432; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600306,pochvovedenie:Pochved2260126Gedgafova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=787–798; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600021,pochvovedenie:Pochved2260127Chernysheva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=664–675; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600124,pochvovedenie:Pochved2260128Matvienko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=579–585; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602815,pochvovedenie:Pochved2260129Kostina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=613–625; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600380,pochvovedenie:Pochved2260130Yakushev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=745–757; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600082,pochvovedenie:Pochved2260131Manucharova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=550–566; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932260275X,pochvovedenie:Pochved2260132Knyazeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=730–744; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600227,pochvovedenie:Pochved2260133Pinskoi,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=691–702; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600379,pochvovedenie:Pochved2260134Grodnitskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=758–773; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360001X,pochvovedenie:Pochved2260135Lysak,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=654–663; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600173,pochvovedenie:Pochved2260136Kosheleva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=586–593; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602761,pochvovedenie:Pochved2260137Cheptsov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=525–535; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602773,pochvovedenie:Pochved2260138Kravchenko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=5, pages=567–578; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601361,pochvovedenie:Pochved2260141Sosorova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1230–1243; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602517,pochvovedenie:Pochved2260142Semenovvm,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=482–501; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600343,pochvovedenie:Pochved2260143Yudin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=774–786; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600367,pochvovedenie:Pochved2260146Edomskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=864–871; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600586,pochvovedenie:Pochved2260147Ivanova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=872–886; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600653,pochvovedenie:Pochved2260150Isaev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=831–842; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600288,pochvovedenie:Pochved2260151Artemyeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=6, pages=703–714; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322602554,pochvovedenie:Pochved2260154Kurakov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=4, pages=464–481; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600513,pochvovedenie:Pochved2260158Telesnina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=801–814; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600562,pochvovedenie:Pochved2260159Malyshev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=843–852; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600860,pochvovedenie:Pochved2260160Fedotov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=903–910; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600859,pochvovedenie:Pochved2260161Velichko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=925–942; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700107,pochvovedenie:Pochved2270001Evdokimov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=1, pages=35–45; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322700132,pochvovedenie:Pochved2270002Pyatova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=2, pages=154–169; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600537,pochvovedenie:Pochved2360002Chernousenko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=7, pages=815–830; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600872,pochvovedenie:Pochved2360003Karelin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=911–924; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360094X,pochvovedenie:Pochved2360005Garkusha,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=889–902; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601415,pochvovedenie:Pochved2360007Bezuglova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1205–1215; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360118X,pochvovedenie:Pochved2360008Osipov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1049–1058; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600902,pochvovedenie:Pochved2360010Terekhova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=981–996; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600926,pochvovedenie:Pochved2360015Zavyalova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=943–952; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600951,pochvovedenie:Pochved2360018Giniyatullin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=970–980; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601439,pochvovedenie:Pochved2360019Elizarov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=10, pages=1216–1229; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600884,pochvovedenie:Pochved2360022Timoshenko,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=997–1006; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601853,pochvovedenie:Pochved2360024Bogorodskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1418–1436; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602111,pochvovedenie:Pochved2360025Salugin,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1644–1653; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323600896,pochvovedenie:Pochved2360027Sycheva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=8, pages=953–969; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601282,pochvovedenie:Pochved2360028Gorbov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1103–1115; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601907,pochvovedenie:Pochved2360030Paramonova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1472–1488; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601294,pochvovedenie:Pochved2360031Smirnova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1190–1202; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601257,pochvovedenie:Pochved2360033Goncharova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1034–1048; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932360121X,pochvovedenie:Pochved2360038Vasenev,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1089–1102; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601142,pochvovedenie:Pochved2360039Ivanov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1023–1033; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601191,pochvovedenie:Pochved2360040Smorkalov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1116–1127; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601233,pochvovedenie:Pochved2360041Grodnitskaya,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1173–1189; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601154,pochvovedenie:Pochved2360042Semenov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1155–1172; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601221,pochvovedenie:Pochved2360043Priputina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1128–1142; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601798,pochvovedenie:Pochved2360046Dubrovina,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=11, pages=1371–1384; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601130,pochvovedenie:Pochved2360047Kurganova,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1059–1076; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323601129,pochvovedenie:Pochved2360048Sukhoveeva,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=9, pages=1077–1088; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229323602172,pochvovedenie:Pochved2360050Ovchinnikov,translation_of,confirmed,"Exact original-Russian citation: year=2023, issue=12, pages=1596–1611; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
